temperature,P_upstream,f_pinhole,k_diss_ref,metal_thickness,trap_dislocation_E_b,k_diss_metal_ref,K_s_ref,Y_flux,Y_permeability,Y_theta,regime_hit
891.5941097743137,3.765095224608386,0.04331063344200197,9.009774870780401e-09,0.0038452832854510635,18423.956417849455,6.346428951315348e-08,0.017294505506935863,1.260904506723002e-09,1.9853049305278223e-14,0.00018933475196072577,surface
891.5941097743137,3.765095224608386,0.04331063344200197,9.009774870780401e-09,0.0016148223378181662,16511.037210115366,6.346428951315348e-08,0.017294505506935863,1.613480883599621e-09,1.9853049305278223e-14,0.00012893977458640734,surface
891.5941097743137,3.765095224608386,0.04331063344200197,9.009774870780401e-09,0.0016148223378181662,18423.956417849455,4.614040729938296e-08,0.017294505506935863,1.6006380875683028e-09,1.9853049305278223e-14,0.0001289397745864074,surface
891.5941097743137,3.765095224608386,0.04331063344200197,9.009774870780401e-09,0.0016148223378181662,18423.956417849455,6.346428951315348e-08,0.03801881823126817,2.1601048279280088e-09,1.987346426124688e-14,0.00010225274569314251,surface
891.5941097743137,3.765095224608386,0.04331063344200197,9.009774870780401e-09,0.0016148223378181662,18423.956417849455,6.346428951315348e-08,0.017294505506935863,1.6134808835996207e-09,1.9853049305278223e-14,0.0001289397745864074,surface
1002.4314030289078,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,1.3594643711649971e-08,2.651792424358899e-13,4.261660331138868e-05,metal
1144.9364943562432,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,5.759523768808522e-08,3.5464211160467287e-12,1.113586878688687e-05,metal
1002.4314030289078,8.179853072730836,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,1.2682532788519287e-08,2.651792424358899e-13,3.885461852728748e-05,metal
1002.4314030289078,8.97312987356534,0.08824878141560875,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,4.5173403388437434e-08,2.651792424358899e-13,4.261660331138868e-05,metal
1002.4314030289078,8.97312987356534,0.01838400448789195,4.835897744479345e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,1.1839540072382553e-08,2.651792424358899e-13,2.8201829232766122e-05,metal
1002.4314030289078,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0036687719874369494,20962.921911751066,1.0449453686155733e-07,0.08298003905693825,9.786899695661044e-09,2.651792424358899e-13,5.319049256983434e-05,surface
1002.4314030289078,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,22875.841119485154,1.0449453686155733e-07,0.08298003905693825,1.359464371164996e-08,2.651792424358899e-13,4.26166033113887e-05,metal
1002.4314030289078,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,5.1101599509790895e-09,0.08298003905693825,6.4048417005165455e-09,2.651792424358899e-13,4.261660331138868e-05,surface
1002.4314030289078,8.97312987356534,0.01838400448789195,7.314137288220597e-09,0.0017913336358322805,20962.921911751066,1.0449453686155733e-07,0.06225572633260595,1.1852566621881096e-08,2.6511112770807867e-13,4.597801734014787e-05,metal
1002.4314030289078,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,7.788943913608347e-09,2.6511112770807867e-13,3.6262567693029764e-05,surface
1144.9364943562432,8.97312987356534,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,2.756257129542625e-08,3.5445541894723123e-12,1.2332777505884961e-05,surface
1144.9364943562432,8.179853072730836,0.01838400448789195,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,1.0983457810244938e-08,3.5445541894723123e-12,1.124260731386832e-05,surface
1144.9364943562432,8.179853072730836,0.08824878141560875,7.314137288220597e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,2.8594313373371715e-08,3.5445541894723123e-12,1.700213278120921e-05,surface
1144.9364943562432,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0017913336358322805,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,2.5827633918600667e-08,3.5445541894723123e-12,7.584061346889043e-06,surface
1144.9364943562432,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,20962.921911751066,5.1101599509790895e-09,0.06225572633260595,2.5212886460545712e-08,3.5445541894723123e-12,1.1242607313868306e-05,surface
1144.9364943562432,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,1.0449453686155733e-07,0.06225572633260595,1.0477723152791878e-07,3.5445541894723123e-12,1.124260731386832e-05,metal
1144.9364943562432,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.08298003905693825,2.5535295180180324e-08,3.5464211160467287e-12,9.457131844984536e-06,surface
1144.9364943562432,8.179853072730836,0.08824878141560875,4.835897744479345e-09,0.0036687719874369494,22875.841119485154,5.1101599509790895e-09,0.06225572633260595,2.521288646054571e-08,3.5445541894723123e-12,1.124260731386832e-05,surface
1129.1025953198725,2.350993101381664,0.08579122644830214,1.0533215987690131e-09,0.0007643588110228887,23188.864262568914,1.6963342518295762e-08,0.06049942864410321,1.6257630939974412e-08,2.74452383064794e-12,4.0314315880713427e-07,surface
1018.2653020652783,2.350993101381664,0.08579122644830214,1.0533215987690131e-09,0.0007643588110228887,23188.864262568914,1.6963342518295762e-08,0.06049942864410321,6.053180494340947e-09,3.6654168670147363e-13,1.210427784515058e-06,surface
